"Provinsi","Kabupaten","Kecamatan ","Kelurahan"
"ACEH","ACEH TIMUR","BIREM BAYEUN","PEUTOW "
"ACEH","ACEH TIMUR","DARUL AMAN","ALUE DALAM "
"ACEH","ACEH TIMUR","DARUL AMAN","ALUE GADENG "
"ACEH","ACEH TIMUR","DARUL AMAN","ALUE LHOK "
"ACEH","ACEH TIMUR","DARUL AMAN","ALUE LUDIN DUA "
"ACEH","ACEH TIMUR","DARUL AMAN","ALUE LUDIN SA "
"ACEH","ACEH TIMUR","DARUL AMAN","ALUE MERBO "
"ACEH","ACEH TIMUR","DARUL AMAN","BAGOK PANAH DUA "
"ACEH","ACEH TIMUR","DARUL AMAN","BAGOK PANAH LHEE "
"ACEH","ACEH TIMUR","DARUL AMAN","BAGOK PANAH PEUT "
"ACEH","ACEH TIMUR","DARUL AMAN","BAGOK PANAH SA "
"ACEH","ACEH TIMUR","DARUL AMAN","BLANG BUKET "
"ACEH","ACEH TIMUR","DARUL AMAN","BUKET KULAM "
"ACEH","ACEH TIMUR","DARUL AMAN","BUKET RAYA "
"ACEH","ACEH TIMUR","DARUL AMAN","BUKET RUMIA "
"ACEH","ACEH TIMUR","DARUL AMAN","BUKET TUALANG "
"ACEH","ACEH TIMUR","DARUL AMAN","DAMA PULO DUA "
"ACEH","ACEH TIMUR","DARUL AMAN","DAMA PULO SA "
"ACEH","ACEH TIMUR","DARUL AMAN","GAMPONG BARO "
"ACEH","ACEH TIMUR","DARUL AMAN","GAMPONG BEUNOT "
"ACEH","ACEH TIMUR","DARUL AMAN","GAMPONG KEUDE "
"ACEH","ACEH TIMUR","DARUL AMAN","GASEH SAYANG "
"ACEH","ACEH TIMUR","DARUL AMAN","GRONG-GRONG "
"ACEH","ACEH TIMUR","DARUL AMAN","JUNGKA GAJAH "
"ACEH","ACEH TIMUR","DARUL FALAH","ALUE SIWAH "
"ACEH","ACEH TIMUR","DARUL FALAH","BUKET TEUMPEN "
"ACEH","ACEH TIMUR","DARUL FALAH","BUKET TUFAH "
"ACEH","ACEH TIMUR","DARUL FALAH","CEUMPEDAK "
"ACEH","ACEH TIMUR","DARUL FALAH","KEUDE BLANG "
"ACEH","ACEH TIMUR","DARUL FALAH","KEUDONDONG "
"ACEH","ACEH TIMUR","DARUL FALAH","PAYA KRUEB "
"ACEH","ACEH TIMUR","DARUL FALAH","SEUNEUBOK PANTON "
"ACEH","ACEH TIMUR","DARUL FALAH","TUNONG BUGENG "
"ACEH","ACEH TIMUR","DARUL FALAH","TUNONG PAYA KRUEB "
"ACEH","ACEH TIMUR","DARUL FALAH","TUNONG ULE GAJAH "
"ACEH","ACEH TIMUR","DARUL IHSAN","ALUE JANGAT "
"ACEH","ACEH TIMUR","DARUL IHSAN","BUKET PELAWI "
"ACEH","ACEH TIMUR","DARUL IHSAN","GUNONG PUTOH "
"ACEH","ACEH TIMUR","DARUL IHSAN","KEUDE DUA "
"ACEH","ACEH TIMUR","DARUL IHSAN","LHOK DALAM "
"ACEH","ACEH TIMUR","DARUL IHSAN","LHOK LEUMAK "
"ACEH","ACEH TIMUR","DARUL IHSAN","LHOK MEUREU "
"ACEH","ACEH TIMUR","DARUL IHSAN","LHOK PANJAU "
"ACEH","ACEH TIMUR","DARUL IHSAN","MEUDANG ARA "
"ACEH","ACEH TIMUR","DARUL IHSAN","MEUNASAH AROEN "
"ACEH","ACEH TIMUR","DARUL IHSAN","PANTON MERBO "
"ACEH","ACEH TIMUR","DARUL IHSAN","PULO BLANG "
"ACEH","ACEH TIMUR","DARUL IHSAN","SEUNEUBOK ACEH BARO "
"ACEH","ACEH TIMUR","DARUL IHSAN","SEUNEUBOK KULAM "
"ACEH","ACEH TIMUR","DARUL IHSAN","SEUNEUBOK LAPANG "
"ACEH","ACEH TIMUR","DARUL IHSAN","SEUNEUBOK TEUNGOH "
"ACEH","ACEH TIMUR","IDA RAYEUK","ALUE DUA MUKA O "
"ACEH","ACEH TIMUR","IDA RAYEUK","ALUE DUA MUKA S "
"ACEH","ACEH TIMUR","IDA RAYEUK","BANTAYAN TIMU "
"ACEH","ACEH TIMUR","IDA RAYEUK","BLANG GEULUMPANG "
"ACEH","ACEH TIMUR","IDA RAYEUK","BUKET JOK "
"ACEH","ACEH TIMUR","IDA RAYEUK","BUKET JUARA "
"ACEH","ACEH TIMUR","IDA RAYEUK","BUKET LANGA "
"ACEH","ACEH TIMUR","IDA RAYEUK","BUKET MEULINTEUNG "
"ACEH","ACEH TIMUR","IDA RAYEUK","BUKET PALA "
"ACEH","ACEH TIMUR","IDA RAYEUK","DAMA PULO "
"ACEH","ACEH TIMUR","IDA RAYEUK","GAMPONG ACEH "
"ACEH","ACEH TIMUR","IDA RAYEUK","GAMPONG BARO "
"ACEH","ACEH TIMUR","IDA RAYEUK","GAMPONG JALAN "
"ACEH","ACEH TIMUR","IDA RAYEUK","GAMPONG JAWA "
"ACEH","ACEH TIMUR","IDA RAYEUK","GAMPONG TANJONG "
"ACEH","ACEH TIMUR","IDA RAYEUK","GUREB BLANG "
"ACEH","ACEH TIMUR","IDA RAYEUK","KEUDE ACEH "
"ACEH","ACEH TIMUR","IDA RAYEUK","KEUDE BLANG "
"ACEH","ACEH TIMUR","IDI TIMUR","KEUTAPANG DUA "
"ACEH","ACEH TIMUR","IDI TIMUR","LHOK ASAHAN "
"ACEH","ACEH TIMUR","IDI TIMUR","MATANG BUNGONG "
"ACEH","ACEH TIMUR","IDI TIMUR","MATANG RAYEUK (SMK) "
"ACEH","ACEH TIMUR","IDI TIMUR","MATANG RAYEUK PP "
"ACEH","ACEH TIMUR","IDI TIMUR","MEUNASAH JEUMPA "
"ACEH","ACEH TIMUR","IDI TIMUR","SEUNEUBOK BARAT "
"ACEH","ACEH TIMUR","IDI TIMUR","SEUNEUBOK DALAM "
"ACEH","ACEH TIMUR","IDI TIMUR","SEUNEUBOK KUYUN "
"ACEH","ACEH TIMUR","IDI TIMUR","SEUNEUBOK TEUNGOH "
"ACEH","ACEH TIMUR","IDI TIMUR","SEUNEUBOK TIMUR "
"ACEH","ACEH TIMUR","IDI TIMUR","TUALANG DALAM "
"ACEH","ACEH TIMUR","IDI TIMUR","ULEE GLEE "
"ACEH","ACEH TIMUR","IDI TUNONG","ALUE KUMBANG A "
"ACEH","ACEH TIMUR","IDI TUNONG","ALUE KUMBANG M "
"ACEH","ACEH TIMUR","IDI TUNONG","ALUE LHOK "
"ACEH","ACEH TIMUR","IDI TUNONG","BANTAYAN BARAT "
"ACEH","ACEH TIMUR","IDI TUNONG","BLANG GUCI "
"ACEH","ACEH TIMUR","IDI TUNONG","BLANG MINJEI "
"ACEH","ACEH TIMUR","IDI TUNONG","BUKET PU'UK "
"ACEH","ACEH TIMUR","IDI TUNONG","BUKET RUMIYA "
"ACEH","ACEH TIMUR","IDI TUNONG","BUKET TEUKUH "
"ACEH","ACEH TIMUR","IDI TUNONG","GAMPONG KEUMUNENG "
"ACEH","ACEH TIMUR","IDI TUNONG","KEUDE KEUMUNENG "
"ACEH","ACEH TIMUR","IDI TUNONG","KEUMUNENG LHOK "
"ACEH","ACEH TIMUR","IDI TUNONG","PADANG KASAH "
"ACEH","ACEH TIMUR","IDI TUNONG","PAYA AWEE "
"ACEH","ACEH TIMUR","IDI TUNONG","PAYA GABOH "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK BARO "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK BULOH "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK BUYA "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK DALAM "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK DRIEN "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK JALAN "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK MEUREUDU "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK PUNTI "
"ACEH","ACEH TIMUR","IDI TUNONG","SEUNEUBOK TEUPIN PANAH "
"ACEH","ACEH TIMUR","IDI TUNONG","TEUPIN PANAH "
"ACEH","ACEH TIMUR","INDRA MAKMU","ALUE IE ITAM "
"ACEH","ACEH TIMUR","INDRA MAKMU","ALUE IE MIRAH "
"ACEH","ACEH TIMUR","INDRA MAKMU","ALUE PATONG "
"ACEH","ACEH TIMUR","INDRA MAKMU","BANDAR BARO "
"ACEH","ACEH TIMUR","INDRA MAKMU","BLANG NISAM "
"ACEH","ACEH TIMUR","INDRA MAKMU","JAMBO BALEE "
"ACEH","ACEH TIMUR","INDRA MAKMU","JAMBO LUBOK "
"ACEH","ACEH TIMUR","INDRA MAKMU","PELITA SAGOP JAYA "
"ACEH","ACEH TIMUR","INDRA MAKMU","PERK JULOK RAYEUK SELATAN "
"ACEH","ACEH TIMUR","INDRA MAKMU","PERK JULOK RAYEUK UTARA "
"ACEH","ACEH TIMUR","INDRA MAKMU","SEUNEUBOK BAYU "
"ACEH","ACEH TIMUR","INDRA MAKMU","SEUNEUBOK CINA "
"ACEH","ACEH TIMUR","INDRA MAKMU","SUKA MAKMUR "
"ACEH","ACEH TIMUR","JULOK","ALUE CEK DOI "
"ACEH","ACEH TIMUR","JULOK","BLANG GLEUM "
"ACEH","ACEH TIMUR","JULOK","BLANG JAMBEE "
"ACEH","ACEH TIMUR","JULOK","BLANG KEUMAHANG "
"ACEH","ACEH TIMUR","JULOK","BLANG MIDEUN "
"ACEH","ACEH TIMUR","JULOK","BLANG PAUH DUA "
"ACEH","ACEH TIMUR","JULOK","BLANG PAUH SA "
"ACEH","ACEH TIMUR","JULOK","BLANG UYOK "
"ACEH","ACEH TIMUR","JULOK","BUKET MAKMU "
"ACEH","ACEH TIMUR","JULOK","BUKET PANYANG "
"ACEH","ACEH TIMUR","JULOK","BUKET SEURAJA "
"ACEH","ACEH TIMUR","JULOK","BUKIT DINDENG "
"ACEH","ACEH TIMUR","JULOK","GAMPONG BARO "
"ACEH","ACEH TIMUR","JULOK","JULOK TUNONG "
"ACEH","ACEH TIMUR","JULOK","KEUDE KUTA BINJEI "
"ACEH","ACEH TIMUR","JULOK","KEUMUNENG "
"ACEH","ACEH TIMUR","JULOK","KUALA GEULUMPANG "
"ACEH","ACEH TIMUR","JULOK","LABUHAN "
"ACEH","ACEH TIMUR","JULOK","LADANG BARO "
"ACEH","ACEH TIMUR","MADAT","ABEUK GEULANTEU "
"ACEH","ACEH TIMUR","MADAT","BINTAH "
"ACEH","ACEH TIMUR","MADAT","BLANG ANDAM "
"ACEH","ACEH TIMUR","MADAT","BLANG AWE "
"ACEH","ACEH TIMUR","MADAT","BLANG UBIT "
"ACEH","ACEH TIMUR","MADAT","LUENG DUA "
"ACEH","ACEH TIMUR","MADAT","LUENG PEUT "
"ACEH","ACEH TIMUR","MADAT","LUENG SA "
"ACEH","ACEH TIMUR","MADAT","MADAT "
"ACEH","ACEH TIMUR","MADAT","MATANG GURU "
"ACEH","ACEH TIMUR","MADAT","MATANG JROK "
"ACEH","ACEH TIMUR","MADAT","MATANG KUPULA DUA "
"ACEH","ACEH TIMUR","MADAT","MATANG KUPULA LHEE "
"ACEH","ACEH TIMUR","MADAT","MATANG KUPULA SA "
"ACEH","ACEH TIMUR","MADAT","MATANG NIBONG "
"ACEH","ACEH TIMUR","MADAT","MEUNASAH ASAN "
"ACEH","ACEH TIMUR","MADAT","MEUNASAH TINGKEUM "
"ACEH","ACEH TIMUR","MADAT","PANTE MERBO "
"ACEH","ACEH TIMUR","MADAT","PANTEE BAYAM "
"ACEH","ACEH TIMUR","MADAT","PAYA DEMAM PEUT "
"ACEH","ACEH TIMUR","MADAT","PAYA NADEN "
"ACEH","ACEH TIMUR","MADAT","RAMBONG LOP "
"ACEH","ACEH TIMUR","MADAT","SEUNEUBOK PIDIE "
"ACEH","ACEH TIMUR","MADAT","TANJONG ARA "
"ACEH","ACEH TIMUR","MADAT","TANJONG MINJEI "
"ACEH","ACEH TIMUR","MADAT","ULEE ATEUNG "
"ACEH","ACEH TIMUR","PANTE BIDARI","ALUE IE MIRAH "
"ACEH","ACEH TIMUR","PANTE BIDARI","BLANG SEUNONG "
"ACEH","ACEH TIMUR","PANTE BIDARI","BUKET BATA "
"ACEH","ACEH TIMUR","PANTE BIDARI","BUKET KAREUNG "
"ACEH","ACEH TIMUR","PANTE BIDARI","GRONG-GRONG "
"ACEH","ACEH TIMUR","PANTE BIDARI","KEUDE BARO "
"ACEH","ACEH TIMUR","PANTE BIDARI","MATANG KRUET "
"ACEH","ACEH TIMUR","PANTE BIDARI","MATANG PERLAK "
"ACEH","ACEH TIMUR","PANTE BIDARI","MATANG PUDENG "
"ACEH","ACEH TIMUR","PANTE BIDARI","MEUNASAH LEUBOK "
"ACEH","ACEH TIMUR","PANTE BIDARI","MEUNASAH TEUNGOH "
"ACEH","ACEH TIMUR","PANTE BIDARI","MEUNASAH TUNONG "
"ACEH","ACEH TIMUR","PANTE BIDARI","PANTE LABU "
"ACEH","ACEH TIMUR","PANTE BIDARI","PANTE PANAH "
"ACEH","ACEH TIMUR","PANTE BIDARI","PANTE RAMBONG "
"ACEH","ACEH TIMUR","PANTE BIDARI","PAYA DEMAM DUA "
"ACEH","ACEH TIMUR","PANTE BIDARI","PAYA DEMAM LHEE "
"ACEH","ACEH TIMUR","PANTE BIDARI","PAYA DEMAM SA "
"ACEH","ACEH TIMUR","PANTE BIDARI","PUTOH DUA "
"ACEH","ACEH TIMUR","PANTE BIDARI","PUTOH SA "
"ACEH","ACEH TIMUR","PANTE BIDARI","SAH RAJA "
"ACEH","ACEH TIMUR","PANTE BIDARI","SEUNEUBOK SABOH "
"ACEH","ACEH TIMUR","PANTE BIDARI","SEUNEUBOK TUHA "
"ACEH","ACEH TIMUR","PANTE BIDARI","SIJUDO "
"ACEH","ACEH TIMUR","PANTE BIDARI","SUKA DAMAI "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","ALUE BU ALUE LHOK "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","ALUE BU ALUE NIREH "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","ALUE BUGENG "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","ALUE GUREP "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","ALUE THO "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","BABAH KRUENG "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","BUKIT MEURIAM "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","GEULANGGANG MEURAK "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","JEUNGKI "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","KRUET LINTANG "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUMATANG KEUDE "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK DALAM "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK JALAN "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK LAPANG "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK PAYA "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK PUNTI "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK RAWANG "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK TEUNGOH "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","SEUNEUBOK TEUPIN "
"ACEH","ACEH TIMUR","PEUREULAK TIMUR","TUALANG PATENG "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","ALUE KAUL "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","ALUE KUMBA "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","ALUE PUNTI "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","ALUE RAYA "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","ALUE SEULEUMAK "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","ALUE TUWI "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","BAYEUN "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","DAMAR SIPUT "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","RANTAU PANJANG "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","SARAH KAYEE "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","SARAH TEUBE "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","SEUNEUBOK DALAM "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","SIMPANG ANEUH "
"ACEH","ACEH TIMUR","RANTAU SELAMAT","SIMPANG PEUT "
"ACEH","ACEH TIMUR","SERBA JADI","ARUL DURIN "
"ACEH","ACEH TIMUR","SERBA JADI","BUNIN "
"ACEH","ACEH TIMUR","SERBA JADI","JERING "
"ACEH","ACEH TIMUR","SERBA JADI","LELES "
"ACEH","ACEH TIMUR","SERBA JADI","LOKOP "
"ACEH","ACEH TIMUR","SERBA JADI","LOOT "
"ACEH","ACEH TIMUR","SERBA JADI","MESIR "
"ACEH","ACEH TIMUR","SERBA JADI","NALON "
"ACEH","ACEH TIMUR","SERBA JADI","RAMPAH "
"ACEH","ACEH TIMUR","SERBA JADI","SEKUALAN "
"ACEH","ACEH TIMUR","SERBA JADI","SEMBUANG "
"ACEH","ACEH TIMUR","SERBA JADI","SEULEUMAK "
"ACEH","ACEH TIMUR","SERBA JADI","SUNTI "
"ACEH","ACEH TIMUR","SERBA JADI","TERUJAK "
"ACEH","ACEH TIMUR","SERBA JADI","TUALANG "
"ACEH","ACEH TIMUR","SERBA JADI","UJUNG KARANG "
"ACEH","ACEH TIMUR","SERBA JADI","UMAH TARING "
"ACEH","ACEH UTARA","BAKTIYA","ALUE ANOU BARAT "
"ACEH","ACEH UTARA","BAKTIYA","ALUE ANOU TIMU "
"ACEH","ACEH UTARA","BAKTIYA","ALUE BILI GEULUMPANG "
"ACEH","ACEH UTARA","BAKTIYA","ALUE BILI RAYEUK "
"ACEH","ACEH UTARA","BAKTIYA","ALUE BUYA "
"ACEH","ACEH UTARA","BAKTIYA","ALUE DAMA "
"ACEH","ACEH UTARA","BAKTIYA","ALUE GEUDONG "
"ACEH","ACEH UTARA","BAKTIYA","ALUE IE TAREK "
"ACEH","ACEH UTARA","BAKTIYA","ALUE JAMOK "
"ACEH","ACEH UTARA","BAKTIYA","ALUE KEUTAPANG "
"ACEH","ACEH UTARA","BAKTIYA","ALUE RAMBONG "
"ACEH","ACEH UTARA","BAKTIYA","ALUE SERDANG "
"ACEH","ACEH UTARA","BAKTIYA","ARONGAN LISE "
"ACEH","ACEH UTARA","BAKTIYA","BABUSSALAM "
"ACEH","ACEH UTARA","BAKTIYA","BUKET DARA BARO "
"ACEH","ACEH UTARA","BAKTIYA","CEUMPEUDAK "
"ACEH","ACEH UTARA","BAKTIYA","CINTA MAKMUR "
"ACEH","ACEH UTARA","BAKTIYA","COT ARA "
"ACEH","ACEH UTARA","BAKTIYA","COT KUMBANG "
"ACEH","ACEH UTARA","BAKTIYA","COT MANE "
"ACEH","ACEH UTARA","BAKTIYA","COT MANYANG "
"ACEH","ACEH UTARA","BAKTIYA","COT ULAYA "
"ACEH","ACEH UTARA","BAKTIYA","GEULUMPANG BUNGKOK "
"ACEH","ACEH UTARA","BAKTIYA","GLUMPANG PAYONG "
"ACEH","ACEH UTARA","BAKTIYA","GLUMPANG SAMLAKOE "
"ACEH","ACEH UTARA","BAKTIYA","KEUDE ALUE IE PUTEH "
"ACEH","ACEH UTARA","BAKTIYA","KEUDE MENYEE IV "
"ACEH","ACEH UTARA","BAKTIYA","KEUDE PANTEU BRUEH "
"ACEH","ACEH UTARA","BAKTIYA","KRUENG LINGKA BARAT "
"ACEH","ACEH UTARA","BAKTIYA BARAT","BLANG RHEU "
"ACEH","ACEH UTARA","BAKTIYA BARAT","BLANG SEUNONG "
"ACEH","ACEH UTARA","BAKTIYA BARAT","COT KUPOK "
"ACEH","ACEH UTARA","BAKTIYA BARAT","COT LABA "
"ACEH","ACEH UTARA","BAKTIYA BARAT","COT MURONG "
"ACEH","ACEH UTARA","BAKTIYA BARAT","COT PAYA "
"ACEH","ACEH UTARA","BAKTIYA BARAT","COT USEN "
"ACEH","ACEH UTARA","BAKTIYA BARAT","KEUDE SAMPOINIET "
"ACEH","ACEH UTARA","BAKTIYA BARAT","LANG NIBONG "
"ACEH","ACEH UTARA","BAKTIYA BARAT","LHOK EUNCIEN "
"ACEH","ACEH UTARA","BAKTIYA BARAT","LHOK IBOH "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG BAYU "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG CEUBREK "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG PANYANG "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG PAYA "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG SIJUEK BARAT "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG SIJUEK TEUNGOH "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG SIJUEK TIMU "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MATANG TEUNGOH "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MEUNASAH HAGU "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MEUNASAH PANTE "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MEURANDEH RAYA "
"ACEH","ACEH UTARA","BAKTIYA BARAT","MTG RAYA BLANG SIALET "
"ACEH","ACEH UTARA","BAKTIYA BARAT","PAYA BATEUNG "
"ACEH","ACEH UTARA","BAKTIYA BARAT","PUCOK ALUE BUKET "
"ACEH","ACEH UTARA","BAKTIYA BARAT","SINGGAH MATA "
"ACEH","ACEH UTARA","BANDA BARO","ALUE KEUREUNYAI "
"ACEH","ACEH UTARA","BANDA BARO","BLANG PALA "
"ACEH","ACEH UTARA","BANDA BARO","COT JABET "
"ACEH","ACEH UTARA","BANDA BARO","JAMUAN "
"ACEH","ACEH UTARA","BANDA BARO","PAYA BEUNYET "
"ACEH","ACEH UTARA","BANDA BARO","PAYA DUA "
"ACEH","ACEH UTARA","BANDA BARO","PAYA ULUE "
"ACEH","ACEH UTARA","BANDA BARO","SANGKALAN "
"ACEH","ACEH UTARA","BANDA BARO","ULEE NYEUE "
"ACEH","ACEH UTARA","COT GIREK","ALUE DRIEN "
"ACEH","ACEH UTARA","COT GIREK","ALUE LEUHOB "
"ACEH","ACEH UTARA","COT GIREK","ALUE SEUMAMBU "
"ACEH","ACEH UTARA","COT GIREK","ARA "
"ACEH","ACEH UTARA","COT GIREK","BATU XII "
"ACEH","ACEH UTARA","COT GIREK","BEURANDANG ASAN "
"ACEH","ACEH UTARA","COT GIREK","BEURANDANG DAYAH "
"ACEH","ACEH UTARA","COT GIREK","BEURANDANG KRUENG "
"ACEH","ACEH UTARA","COT GIREK","CEUMPEUDAK "
"ACEH","ACEH UTARA","COT GIREK","COT GIREK "
"ACEH","ACEH UTARA","COT GIREK","DRIEN DUA "
"ACEH","ACEH UTARA","COT GIREK","JEULIKAT "
"ACEH","ACEH UTARA","COT GIREK","KAMPUNG BANTAN "
"ACEH","ACEH UTARA","COT GIREK","KAMPUNG TEMPEL "
"ACEH","ACEH UTARA","COT GIREK","LHOK MEURBO "
"ACEH","ACEH UTARA","COT GIREK","LHOK REUHAT "
"ACEH","ACEH UTARA","COT GIREK","LUENG BARO "
"ACEH","ACEH UTARA","COT GIREK","MATANG TEUNGOH L "
"ACEH","ACEH UTARA","COT GIREK","PUCOK ALUE "
"ACEH","ACEH UTARA","COT GIREK","SEUNEUBOK BARO "
"ACEH","ACEH UTARA","COT GIREK","SEUPENG "
"ACEH","ACEH UTARA","COT GIREK","TRIENG "
"ACEH","ACEH UTARA","COT GIREK","U BARO "
"ACEH","ACEH UTARA","COT GIREK","ULEE GAMPONG "
"ACEH","ACEH UTARA","DEWANTARA","BANGKA JAYA "
"ACEH","ACEH UTARA","DEWANTARA","BLUKA TEUBAI "
"ACEH","ACEH UTARA","DEWANTARA","GLUMPANG SULU BRT "
"ACEH","ACEH UTARA","DEWANTARA","GLUMPANG SULU TMR "
"ACEH","ACEH UTARA","DEWANTARA","KEUDE KR GEUKUH "
"ACEH","ACEH UTARA","DEWANTARA","LANCANG BARAT "
"ACEH","ACEH UTARA","DEWANTARA","PALOH GADENG "
"ACEH","ACEH UTARA","DEWANTARA","PALOH IGEUH "
"ACEH","ACEH UTARA","DEWANTARA","PALOH LADA "
"ACEH","ACEH UTARA","DEWANTARA","PULO RUNGKOM "
"ACEH","ACEH UTARA","DEWANTARA","TAMBON BAROH "
"ACEH","ACEH UTARA","DEWANTARA","TAMBON TUNONG "
"ACEH","ACEH UTARA","DEWANTARA","ULEE PULO "
"ACEH","ACEH UTARA","DEWANTARA","ULEE REULEUNG "
"ACEH","ACEH UTARA","DEWANTARA","UTEUN GELINGGANG "
"ACEH","ACEH UTARA","GEUREDONG PASE","ALUE AWE "
"ACEH","ACEH UTARA","GEUREDONG PASE","DARUL AMAN "
"ACEH","ACEH UTARA","GEUREDONG PASE","DARUSSALAM "
"ACEH","ACEH UTARA","GEUREDONG PASE","DAYAH SEUPENG "
"ACEH","ACEH UTARA","GEUREDONG PASE","KRUENG MBANG "
"ACEH","ACEH UTARA","GEUREDONG PASE","LHOK ASAN "
"ACEH","ACEH UTARA","GEUREDONG PASE","PEUDARI "
"ACEH","ACEH UTARA","GEUREDONG PASE","PULO MEURIA "
"ACEH","ACEH UTARA","GEUREDONG PASE","RAYEUK JAWA "
"ACEH","ACEH UTARA","GEUREDONG PASE","SUKA DAMAI SP I "
"ACEH","ACEH UTARA","GEUREDONG PASE","URAM JALAN "
"ACEH","ACEH UTARA","KUTA MAKMUR","ALUE RAMBEE "
"ACEH","ACEH UTARA","KUTA MAKMUR","BABAH LUENG "
"ACEH","ACEH UTARA","KUTA MAKMUR","BAYU "
"ACEH","ACEH UTARA","KUTA MAKMUR","BLANG ADO "
"ACEH","ACEH UTARA","KUTA MAKMUR","BLANG GURAH "
"ACEH","ACEH UTARA","KUTA MAKMUR","BLANG RIEK "
"ACEH","ACEH UTARA","KUTA MAKMUR","BLANG TALON "
"ACEH","ACEH UTARA","KUTA MAKMUR","CEMPEUDAK "
"ACEH","ACEH UTARA","KUTA MAKMUR","CEUMEUCAT "
"ACEH","ACEH UTARA","KUTA MAKMUR","COT MERBO "
"ACEH","ACEH UTARA","KUTA MAKMUR","COT RHEU "
"ACEH","ACEH UTARA","KUTA MAKMUR","COT SEUMIYONG "
"ACEH","ACEH UTARA","KUTA MAKMUR","COT SEUTUI "
"ACEH","ACEH UTARA","KUTA MAKMUR","GUHA ULEU "
"ACEH","ACEH UTARA","KUTA MAKMUR","KEUDE BLANG ARA "
"ACEH","ACEH UTARA","KUTA MAKMUR","KEUDE KRUENG "
"ACEH","ACEH UTARA","KUTA MAKMUR","KEUREUSEK "
"ACEH","ACEH UTARA","KUTA MAKMUR","KRUENG MANYANG "
"ACEH","ACEH UTARA","KUTA MAKMUR","KRUENG SEUNONG "
"ACEH","ACEH UTARA","KUTA MAKMUR","KRUENG SEUPENG "
"ACEH","ACEH UTARA","KUTA MAKMUR","LANGKUTA "
"ACEH","ACEH UTARA","KUTA MAKMUR","LHOK JOK "
"ACEH","ACEH UTARA","KUTA MAKMUR","MEULING MANYANG "
"ACEH","ACEH UTARA","KUTA MAKMUR","MEUNASAH BLANG ARA "
"ACEH","ACEH UTARA","KUTA MAKMUR","MEUNASAH BUKET "
"ACEH","ACEH UTARA","KUTA MAKMUR","MEUNASAH KULAM "
"ACEH","ACEH UTARA","KUTA MAKMUR","MEUNASAH KUMBANG "
